songName,singer,hot,lyric
口头缠,罗志祥,66,口头缠作词：葛大为作曲：Kim、BeomJu演唱：罗志祥快张开喉咙嘴型更温柔说我爱你变成全民运动何必怕害羞让全世界听清楚口头缠是我爱你缠住你缠住我三餐饭后到睡前有多久遇见多少同学朋友甚至路人也总是那几个微笑一下在跟什么惜字如金何必呢表现爱台词很多又不会少一块肉多在意多珍惜别吝啬开口快张开喉咙嘴型更温柔说我爱你变成全民运动何必怕害羞让全世界听清楚口头缠是我爱你缠住你缠住我越说越称头越讲越上手说我爱你次数绝不嫌多怎么会别扭说出口就是幸福口头缠是我爱你缠住你缠住我生日聚餐切蛋糕还不够平常日子我更关心肉麻兮兮让感情更持久我鼓励你直话直说惜字如金何必呢表现爱台词很多又不会少一块肉多在意多珍惜别吝啬开口快张开喉咙嘴型更温柔说我爱你变成全民运动何必怕害羞让全世界听清楚口头缠是我爱你缠住你缠住我越说越称头越讲越上手说我爱你次数绝不嫌多怎麽会别扭说出口就是幸福口头缠是我爱你缠住你缠住我爱要天天练习我来做示范别只藏在心里面闷坏快张开喉咙嘴型更温柔说我爱你变成全民运动何必怕害羞让全世界听清楚口头缠是我爱你缠住你缠住我越说越称头越讲越上手说我爱你次数绝不嫌多怎麽会别扭说出口就是幸福口头缠是我爱你缠住你缠住我别偷懒要勤劳口头缠绝对无价的宝物别紧张要勇敢说我爱你是最时尚的路数别偷懒要勤劳口头缠超级讨喜的礼物别紧张要勇敢说我爱你是变潮人的招数
大肚腩,阿牛,"2,806",大肚腩演唱：阿牛你怎么可以这样糊涂竟打算给我你的全部放弃了整座森林只为了一棵矮椰树如何让你明白让你懂说到长相斯守就头痛朝朝暮暮守著一棵树不敢担保自己承受得住如果有一天我有了大肚腩你对我是否意兴阑珊如果有一天你成了黄脸婆我是否会嫌你又老又罗嗦如果有一天我有了大肚腩你是否会爱我依然如果有一天你身材走了样我是否还会为你摘下星星月亮这时代瞬间万变谈恋爱像吃快餐一样方便因为没有勇气相信永远只好向你承诺我会珍惜眼前如果有一天我有了大肚腩你对我是否意兴阑珊如果有一天你成了黄脸婆我是否会嫌你又老又罗嗦如果有一天我有了大肚腩你是否会爱我依然如果有一天你身材走了样我是否还会为你摘下星星月亮如果不小心我们白头偕老上帝保佑我们恩爱依然当我们老掉了牙花白了头发让我当月亮来温暖你皱皱的脸庞如果有一天我有了大肚腩不要紧拿来当枕头睡
蜂蜜,范玮琪,200,蜂蜜作词：王小苗作曲：古晧演唱：范玮琪You’reMyhoney该怎么说现在心情毕竟那么久了在一起Likehoney存放在时间的瓮底夏天过秋天过冬天过春天又来临我们像浓郁的蜂蜜还是黏在一起远远的传来了爱的香气甜而不腻感觉着你的呼吸就在我耳边轻声细语两人的世界里竟安于拥挤Sweethoney我不怕热情将逝去因为你我相信爱一直会永保鲜期You’reMyhoney该怎么说现在心情毕竟那么久了在一起Likehoney存放在时间的瓮底夏天过秋天过冬天过春天又来临我们像浓郁的蜂蜜还是黏在一起远远的传来了爱的香气甜而不腻感觉着你的呼吸就在我耳边轻声细语两人的世界里竟安于拥挤我们像浓郁的蜂蜜还是如胶似漆远远的传来了爱的香气甜而不腻感觉着你的呼吸就在我耳边轻声细语两人的世界里竟蜜般透明Sweethoney我不怕热情将逝去因为你我相信爱一直会永保鲜期HoneyYou’remyloveforever
一直都在,林峯,132,一直都在作词：张美贤作曲：邓智伟演唱：林峰、蔡卓妍我总觉得世界有个地址存在一个名字守护我的天使我总觉得心里有个房子住了一个秘密永远不会消失你一直和我一起好像包围的空气从来不在意却那么熟悉我绝对不说放弃我相信会有奇迹看过你一眼就已经不会忘记我总觉得记忆可以收集每天一点一滴让人学会珍惜你一直和我一起好像包围的空气从来不在意却那么熟悉我绝对不说放弃我相信会有奇迹看过你一眼就已经不会忘记你一直我和一起(和你一起)好像包围的空气(没有痕迹)从来不在意(从不在意)却那么熟悉我绝对不说放弃(不会放弃)我相信会有奇迹(还有奇迹)看过你一眼(看过一眼)就已经不会忘记
你是唯一,张芸京,523,你是唯一演唱：张芸京雨林通往雪景你向往的旅行我变成专机带你前进如果你是地心引力我绝不会抗拒重新去定义水平爱是空白日记我是笔任你涂鸦着回忆填满感动笑意在你心里翻阅每一刻美丽眼前直达天际你期盼的飞行我变成云朵陪你游戏如果你是棉花糖机我愿融化真心旋转成手心的云爱是七彩光影我是雨给你缤纷的雨季折射温暖笑意在你眼底呼唤闪耀的天晴(闪耀的天晴)爱是透明水晶爱是你悬在胸口的封印清澈守护记忆让我珍惜因你完整的生命爱是每个曾经和你一起你是唯一的追寻
天空,王菲,131,天空作词：黄桂兰作曲：杨明煌演唱：王菲我的天空为何挂满湿的泪我的天空为何总灰的脸飘流在世界的另一边任寂寞侵犯一遍一遍天空划着长长的思念你的天空可有悬着想的云你的天空可会有冷的月放逐在世界的另一边任寂寞占据一夜一夜天空藏着深深的思念我们天空何时才能成一片我们天空何时能相连等待在世界的各一边任寂寞嬉笑一年一年天空叠着层层的思念但愿天空不再挂满湿的泪但愿天空不再涂上灰的脸
爱是最大权利,吴雨霏,937,爱是最大权利作词：夏至作曲：李汉文演唱：PingPung可不可与你放胆嬉戏忘掉日与夜那些限期不管身边几多无聊道理手拖手与你演出好戏游行直到夜晚多凄美争取这一次走几千百里沿途留心掌心的知觉也著紧我认我认我爱得太过份人群渐近想改写你我命运任天塌下亦前行哪怕你说我天真凭我彻底的勇气爱是最大权利不理场面不伟大我共你始终同游生死还有哪一种结尾花光一切在乎你没有想过太多我只需要你路到尽头也置之不理宁愿为爱著你不舍弃争取多一次我身边有你沿途祈祷始终一天我会望到你是你是我的所有态度无从预告多曲折每断路路中几多的劝告我怕我会听不到凭我彻底的勇气爱是最大权利不理场面不伟大我共你始终同游生死还有哪一种结尾花光一切别嫌弃若已想过太多我只知爱你凭我彻底的勇气爱是最大权利不理场面不伟大我共你始终同游生死还有哪一种结尾花光一切在乎你没有想过太多我只需要你
格桑花,彭亮,"2,085",格桑花词曲：彭亮演唱：彭亮梦里奔骑在辽阔绿绿的草原蓝蓝的天空下洁白的羊群神奇的啥达带来了吉祥西藏布达拉美丽拉萨的姑娘青藏的酥油茶悠悠里飘香翱翔的雄鹰向往的地方绿绿的牧场哺育着梦想还有我那心爱的姑娘你是我心中的那朵美丽的格桑花你就是我的思念里唯一的牵挂雪域中的风寒下什么都不怕遇上你是我一生幸福的哈达青藏的酥油茶悠悠里飘香翱翔的雄鹰向往的地方绿绿的牧场哺育着梦想还有我那心爱的姑娘你是我心中的那朵美丽的格桑花你就是我的思念里唯一的牵挂雪域中的风寒下什么都不怕遇上你是我一生幸福的哈达你是我心中的那朵美丽的格桑花你就是我的思念里唯一的牵挂雪域中的风寒下什么都不怕遇上你是我一生幸福的哈达
梦想缤纷,金海心,78,梦想缤纷演唱：金海心十七八岁的年纪没有深沉开始成熟的生命梦想缤纷打开宁静的天空当作画布涂上最美的颜色展示青春让年青的脸庞写满天真让天真的思绪化作流云让流云的美丽漂向遥远让遥远的希望快快来临让年青的脸庞写满天真让天真的思绪化作流云让流云的美丽漂向遥远让遥远的希望快快来临十七八岁的年纪没有深沉开始成熟的生命梦想缤纷打开青春的喉咙大声呼唤无忧无虑地放飞真情童心让真诚的祝福沁入胸襟让最美的憧憬注满甘霖让鲜嫩的春花长成秋实让缤纷的梦想步步成真让真诚的祝福沁入胸襟让最美的憧憬注满甘霖让鲜嫩的春花长成秋实让缤纷的梦想步步成真让年青的脸庞写满天真让天真的思绪化作流云让流云的美丽漂向遥远让遥远的希望快快来临让真诚的祝福沁入胸襟让最美的憧憬注满甘霖让鲜嫩的春花长成秋实让缤纷的梦想步步成真让缤纷的梦想步步成真
伏笔,薛之谦,242,伏笔作词：郭顶作曲：郭顶演唱：薛之谦只是欲望作祟闭上眼还爱谁我只是我心里的鬼由来已久的安慰可能已经变成我我的防备只把热情打退还好真情可贵谁编的话不如用嘴我们都继续谄媚学会不对自己说爱有时变误会奋不顾身到全身而退谁只为感情一点余味谁不是唱过细水长流最后变卑微看过那么多爱情转位你还会不会笑他狼狈回头发现只是不甘寂寞的面对没有人陪我一个人睡说穿又怕浪费拥抱也没知觉得偿所愿爱的体面住在这成人世界忘记他对你说话爱有时不绝对奋不顾身到全身而退谁只为感情一点余味谁不是唱过细水长流最后变卑微看过那么多爱情转位你还会不会笑他狼狈回头发现只是不甘寂寞的面对没有人陪我一个人睡这伏笔就送给你做媒
亲爱的你在哪里,马天宇,518,亲爱的你在哪里演唱：马天宇忘了回头的原因我的爱陷在绝境你离去如别样情种种一印记曾经给我的笑容都融在这房间里人去楼空的伤城一个人追忆爱你的心却成了最傻的武器无处可躲迎着悲伤夜袭亲爱的，你在哪里我的思念蔓延到天际就要推开四壁我没选择坚持得想你亲爱的，你在哪里压抑的心没你的空气让我快要窒息却无处可去爱你的心却成了最傻的武器无处可躲迎着悲伤夜袭亲爱的，你在哪里我的思念蔓延到天际就要推开四壁我没选择坚持得想你亲爱的，你在哪里压抑的心没你的空气让我快要窒息我却无处可去亲爱的，你在哪里我的思念蔓延到天际就要推开四壁我没选择坚持得想你亲爱的，你在哪里压抑的心没你的空气让我快要窒息我却无处可去亲爱的我还爱你我会依然在这里等你现在哭也愿意我依然没有悔意
一往情深的恋人,李健,"1,004",一往情深的恋人演唱：李健如果不能陪你到最后是否后悔当初我们牵手如果当初没能遇见你现在的我在哪里逗留所有的爱都是冒险那就心甘情愿等待我们一生中所有悬念我一往情深的恋人她是我的爱人她给我的爱就像是带着露水的清晨我多想给她我的真我心疼的爱人我愿为她守候寂寞就像这夜晚深沉如果我能陪你到最后是否原谅我曾经放开的手如果当初没能遇见你现在的我不会为谁停留所有的爱都是冒险那就心甘情愿等待我们一生中所有悬念我一往情深的恋人她是我的爱人她说与我相爱以后是她最美的年华我多想给她我的真我心疼的爱人我愿为她守候寂寞就在这夜晚深沉我一往情深的恋人她是我的爱人她说与我相爱以后是她最美的年华我多想给她我的真我心疼的爱人我愿为她守候寂寞就在这夜晚深沉
不潮不用花钱,林俊杰,"17,614","不潮不用花钱作词：林怡凤(RAP:JJ)作曲：林俊杰演唱：林俊杰Heygreedy,don’tfretWhatyouseeiswhatyougetYounameit,IhaveitWhatyouseeiswhatyouget左左左左偏左就用左手生活就不用想太多怦怦怦怦心动张开眼睛就记得当下的强烈有时灵光一闪而过牛顿也吃苹果我的念头不太罗嗦限时间能入座请你不要到处叩叩潮流需要抠抠不小心就没抠抠用力到处扣扣花掉所有抠抠钱买不到绝活你说听说听说你听谁说跟着乱走闹哄哄通通通通普通普通如果不懂不要随便拒绝有时灵光一闪而过牛顿也吃苹果我的念头不太罗嗦限时间能入座请你不要到处叩叩潮流需要抠抠不小心就没抠抠用力到处扣扣花掉所有抠抠钱买不到绝活LittlechickhavingchipsonmysofaBearbricxstakeashitonmysofaSmudgebabieslyingonmysofaNeighborhxxdsandkikssinging“so-fa”LittlechickhavingchipsonmysofaBearbricxstakeashitonmysofaSmudgebabieslyingonmysofaHeygreedy,don’tfretWhatyouseeiswhatyougetYounameit,IhaveitWhatyouseeiswhatyouget请你不要到处叩叩潮流需要抠抠不小心就没抠抠用力到处扣扣花掉所有抠抠钱买不到绝活Heygreedy,don’tfret(叩叩)Whatyouseeiswhatyouget(叩叩)Younameit,Ihaveit(不要到处叩叩)WhatyouseeiswhatyougetHeygreedy,don’tfret(不要到处叩叩)Whatyouseeiswhatyouget(叩叩)Younameit,Ihaveit(叩叩)Whatyouseeiswhatyouget叩叩...叩叩..."
爱就象微风,安又琪,39,爱就象微风演唱：安又琪HI你还记得吗去年的夏天冲动的情节HI你还那样吗可乐要加盐总是很特别如果爱就像微风吹过后让人更轻松我会懂这一分钟有份感动在我心间轻轻跳动那些时间有一个人一直陪着我没有察觉可不可以最后一次吻你的脸在你相片今天的我更好的我长大的我终于明白爱就像微风HI你还记得吗去年的夏天冲动的情节HI你还那样吗可乐要加盐总是很特别如果爱就像微风吹过后让人更轻松我会懂这一分钟有份感动在我心间轻轻跳动那些时间有一个人一直陪着我没有察觉可不可以最后一次吻你的脸在你相片今天的我更好的我长大的我终于明白爱就像微风这一分钟有份感动在我心间轻轻跳动那些时间有一个人一直陪着我没有察觉可不可以最后一次吻你的脸在你相片今天的我更好的我长大的我终于明白爱就像微风
初恋女生,郑源,"1,073",初恋女生作词：苏树强作曲：苏树强演唱：郑源认识你好多天我天天思念虽然你只是胖了那么一点点你那所有的快乐和天真的笑脸时时刻刻停留在我脑海里面火辣辣的夏天恋爱的时间好不容易约了你再见面毕竟是我的初恋害羞难免有一点我要把握这个机会loveyouloveyou你是可爱的女生迷人的女生你的出现让我夜里常失眠终于等到这一天能约你再见面才发现我爱你爱得那么明显可爱的女生你美得像天仙你的出现给了我一片天我要向着全世界大大大声说爱你爱你爱你爱你直到永远火辣辣的夏天恋爱的时间好不容易约了你再见面毕竟是我的初恋害羞难免有一点我要把握这个机会loveyouloveyou你是可爱的女生迷人的女生你的出现让我夜里常失眠终于等到这一天能约你再见面才发现我爱你爱得那么明显可爱的女生你美得像天仙你的出现给了我一片天我要向着全世界大大大声说爱你爱你爱你爱你直到永远可爱的女生迷人的女生你的出现让我夜里常失眠终于等到这一天能约你再见面才发现我爱你爱得那么明显可爱的女生你美得像天仙你的出现给了我一片天我要向着全世界大大大声说爱你爱你爱你爱你直到永远
红线,罗志祥,271,红线作词：严云农作曲：罗志祥演唱：罗志祥我们曾经跟随匈奴单于的狼烟骑着马奔驰在地连天的草原我曾经用千年之前古老的文言对你说我的爱永不变我们曾在那一年江南的圆夜在灯如昼的市集里肩并着肩我会一直陪伴在姑娘你的身边从以前到达每个今天我和你遗忘了时间在轮回里面缠绵神在我们指间缠了红线我和你忘不了前世的誓言在今生相恋就是要一起实现未完的永远我们曾在赤璧随着东坡的诗篇看英雄江山风流成败谈笑间不管任何空间地点封建或西元我一定会陪在你身边我和你遗忘了时间在轮回里面缠绵神在我们指间缠了红线我和你忘不了前世的誓言在今生相恋就是要一起实现未完的永远有没有没有一种誓约能够只羨鸳鸯不羨仙就算世事一直在改变我也永远都不会变如果永恆有一个极限我希望那是一万年年我爱你我的信念我和你遗忘了时间在轮回里面缠绵神在我们指间缠了红线我和你忘不了前世的誓言相恋就是要一起实现未完的永远
美丽的风景,孟楠,"3,497",美丽的风景演唱：孟楠世界这么大为何偏偏遇上你是不是这就叫宿命多少风和雨多少不确定大落大起大悲大喜都会过去没有人相信我们会牵手走下去没有人相信这条路也有美丽的风景我和你的小爱情你和我的小憧憬未来或者可能也许我不要那些多余的担心我和你的小默契你和我的小甜蜜趁同行的缘份未尽Ohbaby记得把爱（牢牢抓紧）世界这么大为何偏偏遇上你是不是这就叫宿命多少风和雨多少不确定大落大起大悲大喜都会过去没有人相信我们会牵手走下去没有人相信这条路也有美丽的风景我和你的小爱情你和我的小憧憬未来或者可能也许我不要那些多余的担心我和你的小默契你和我的小甜蜜趁同行的缘份未尽Ohbaby记得把爱（牢牢抓紧）你看有人微笑有人哭泣整个世界都在寻找自己爱你想爱的人做你想做的事情Ohbabybaby真的没什么了不起我和你的小爱情你和我的小憧憬未来或者可能也许我不要那些多余的担心我和你的小默契你和我的小甜蜜趁同行的缘份未尽Ohbaby记得把爱（牢牢抓紧）我和你的小爱情你和我的小憧憬未来或者可能也许我不要那些多余的担心我和你的小默契你和我的小甜蜜趁同行的缘份未尽Ohbaby记得把爱（牢牢抓紧）我和你的小爱情你和我的小憧憬未来或者可能也许我不要那些多余的担心
另类男女,郑秀文,148,tvb陀枪师姐ii主题曲另类男女曲:AdrianChan/C.Y.Kong詞:因葵唱：郑秀文别寄望你用一点热泪一些玩具统统占据芳心对你会下堕如男男遇着女女好另类何妨这一天让我做创举高速碰钉碰壁自觉有趣喝怀开水果然忘掉入睡挤身都市里怎会爱心竟变作头槌请不要讲我知自觉有趣你的心水可能怀着面具招呼一两句不算得上可以吻我的嘴谁话我没趣也会想有同类爱下去未理根据但绝对畏惧是看着你在三更半醉清早落泪哭哭笑笑呼呼叫叫我受罪如情情大闹塔塔好另类似决定我有罪我没趣也会想有同类爱下去亦未理根据但绝对畏惧
生活,季欣霈,7,歌名-生活歌手-季欣霈专辑-生活原来一切没结果真理也狗屁不通对了以后又做错眼泪没有停过谁是敌人谁是朋友笑脸没有卸妆油人情味只是说一说从来没闻到过这样的生活找不到加油站上厕所给我甜头让我作梦这样的生活每回黑夜思索只是失落失落再失落观察你的生活描着你的轮廓喔喔喔喔喔喔喔喔喔喔喔喔走进你的生活跟着你的节奏喔喔喔喔喔喔喔喔喔喔喔喔原来一切没结果真理也狗屁不通对了以后又做错眼泪没有这样的生活找不到加油站上厕所给我甜头让我作梦这样的生活每回黑夜思索只是失落失落再失落观察你的生活描着你的轮廓喔喔喔喔喔喔喔喔喔喔喔喔走进你的生活跟着你的节奏喔喔喔喔喔喔喔喔喔喔喔喔你有来过你有来过你有来过我已经走观察你的生活描着你的轮廓喔喔喔喔喔喔喔喔喔喔喔喔走进你的生活跟着你的节奏喔喔喔喔喔喔喔喔喔喔喔喔活着你的生活说着你的承诺喔喔喔喔喔喔喔喔喔喔喔喔离开你的生活抛弃我的虚荣喔喔喔喔喔喔
保鲜期,孟楠,"4,020",歌曲：保鲜期歌手：孟楠如果你跪下来他肯不肯停下来如果你喊出来他能不能听得见委屈像沉沉的铅深深扎在心里面雨天你要给自己一些温暖如果你哭出来他也许会觉得烦如果你收起来他也许就看不见孤独像一排栏杆缓缓围在心外面拥抱却怎么都找不到安全感爱情也许真有个期限新鲜却是在几年以前明明还是相爱的怎么竟会觉得不安爱情也许真需要保鲜或者有一种通用语言好让他能够了解时间好短暂未来好善变
飞天,白杨,35,　　歌曲名:飞天创作于2008年09月25日合成于2008年10月16日愿祖国腾飞富强！！为祖国的航天事业和航天人特别创作作词:白杨作曲:白杨回望祖国的航天路国力贫乏无力支撑苍茫戈壁烛光荧荧席地而卧描绘蓝图回望祖国的航天人一代一代前赴后涌茫茫草原繁星点点默默奉献勇敢地向前飞天向前向前向前飞天吆飞天世界看到我们腾飞的脚步向前向前向前飞天吆飞天茫茫宇宙回响起神舟的激情豪迈歌曲名:飞天创作于2008年09月25日合成于2008年10月16日为祖国的航天事业和航天人特别创作作词:白杨作曲:白杨回望祖国的航天路国力贫乏无力支撑苍茫戈壁烛光荧荧席地而卧描绘蓝图回望祖国的航天人一代一代前赴后涌茫茫草原繁星点点默默奉献勇敢地向前飞天向前向前向前飞天吆飞天世界看到我们欢庆的笑脸向前向前向前飞天吆飞天苍茫大地回响起神舟的激情豪迈神舟的激情豪迈
Love&Love,郭采洁,319,"Love&Love作词：陈天佑作曲：伍家辉演唱：郭采洁那天当你说了爱爱情决定了称谓抱着你紧紧不怕太黏爱已经从陌生到了解春天正适合浪漫夏天晒一晒孤单秋凉想念冬夜躲棉被从没想过爱太甜两个人旅行背包只装着爱不预设终点不怕地球变坏LoveLove多让人期待爱有你多了精彩两颗心旅行寂寞拿去网拍陪我数星海陪我四季变换LoveLove都让人变美爱千金不换到老都不坏YaLove,you'remylife,you'remysoulLoveislikeastarcolortheworldLove&Love,love'severywhere那天当你说了爱爱情决定了称谓抱着你紧紧不怕太黏爱已经从陌生到了解晴天陪我骑小折雨天不出门快乐爱不怕腻带我去探险每分每秒爱要甜两个人旅行背包只装着爱不预设终点不怕地球变坏LoveLove多让人期待爱有你多了精彩两颗心旅行寂寞拿去网拍陪我数星海陪我四季变换LoveLove都让人变美爱千金不换到老都不坏两个人旅行背包只装着爱不预设终点不怕地球变坏LoveLove多让人期待爱有你多了精彩两颗心旅行寂寞拿去网拍陪我数星海陪我四季变换LoveLove都让人变美爱千金不换到老都不坏爱就是爱"
五月的天,胡力,164,五月的天作词：胡力作曲：胡力演唱：胡力五月的某一天只有伤心痛苦和我做伴冰冷的夜晚抵挡不了孤单忍不住翻开你的相片真的好想再见你一面泪水却止步在我的眼前熟悉的场面尴尬的誓言也许相见不如就此怀念五月的爱是谁在留恋就像是冬天的雪飞满天伤又多一点点恨又多一点点是谁把一份爱分成两边五月的爱是谁在留恋就像是春天的花视而不见泪就多一点点痛再狠一点点就把遗憾留在五月的天五月的某一天只有伤心痛苦和我做伴冰冷的夜晚抵挡不了孤单忍不住翻开你的相片真的好想再见你一面泪水却止步在我的眼前熟悉的场面尴尬的誓言也许相见不如就此怀念五月的爱是谁在留恋就像是冬天的雪飞满天伤又多一点点恨又多一点点是谁把一份爱分成两边五月的爱是谁在留恋就像是春天的花视而不见泪就多一点点痛再狠一点点就把遗憾留在五月的天五月的爱是谁在留恋就像是冬天的雪飞满天伤又多一点点恨又多一点点是谁把一份爱分成两边五月的爱是谁在留恋就像是春天的花视而不见泪就多一点点痛再狠一点点就把遗憾留在五月的天
倾城,薛之谦,701,倾城演唱：薛之谦听夜的精灵飞在山顶唱你的姓名听雨的声音飘散的流萤是谁的背影你的长发流水落花你的脸颊满城风沙为了你谁扔了天下你的笑容卷起狂风你的瞳孔唤醒长空你的背后人影憧憧为你倾城一笑无可救药天涯被胭脂化了那些流言冷笑颠簸潦倒再多一些又如何为你倾城一笑无可救药白发三千丈长了而我歌唱完了人化成石了还那般恋恋不舍看星河璀璨多美的江山你舞了整晚我横刀立马满地的黄花是你的背影你的长发流水落花你的脸颊满城风沙为了你谁扔了天下你的笑容卷起狂风你的瞳孔唤醒长空你的背后人影憧憧为你倾城一笑无可救药天涯被胭脂化了那些流言冷笑颠簸潦倒再多一些又如何为你倾城一笑无可救药白发三千丈长了而我歌唱完了人化成石了还那般恋恋不舍听夜的精灵飞在山顶唱你的姓名听雨的声音飘散的流萤是你的背影
得了吧,蜜雪薇琪,17,歌名：得了吧歌手：蜜雪薇琪作曲/填词：木兰号AKA陈韦伶说话我自己对自己说话沉默打断了说一半的童话旧牙刷　冷比萨爱想要放假长头发　短头发哪个会让你牵挂得了吧　丢掉你送给我所有的　玫瑰花得了得了吧不要让思念变成我拿不掉的发夹得了吧　回忆他不该一直占领　我的家得了得了吧不爱我的通通趴下别挡着阳光把承诺全都溶化该回家　不回家等谁的电话想办法　没办法为什麽给自己惩罚为你改变了原本的头发假装听见了我想要的回答
比永远还要久,庾澄庆,72,歌名:比永远还要久演唱:庾澄庆作词：人二雄　作曲：庾澄庆　编曲：Kennc发行时间：2006-07-14我无法把月亮摘给你　还在夜空挂满星星无法随时让雨停　叫天日日都放晴我不能买下所有的花　铺满房间变成神话不能任意带你走　飞到海角和天涯可是你会永远有我月亮总是寂寞　星星也会掉落花会枯萎神话没有人见过爱在记忆里往前走会比永远还要久歌名:比永远还要久演唱:庾澄庆作词：人二雄　作曲：庾澄庆　编曲：Kennc发行时间：2006-07-14我无法把月亮摘给你　还在夜空挂满星星无法随时让雨停　叫天日日都放晴我不能买下所有的花　铺满房间变成神话不能任意带你走　飞到海角和天涯可是你会永远有我月亮总是寂寞　星星也会掉落花会枯萎神话没有人见过爱在记忆里往前走可是你会永远有我月亮总是寂寞　星星也会掉落花会枯萎神话没有人见过爱在记忆里往前走会比永远还要久会比永远还要久歌名:比永远还要久演唱:庾澄庆作词：人二雄　作曲：庾澄庆　编曲：Kennc发行时间：2006-07-14可是你会永远有我月亮总是寂寞　星星也会掉落花会枯萎神话没有人见过爱在记忆里往前走可是你会永远有我月亮总是寂寞　星星也会掉落花会枯萎神话没有人见过爱在记忆里往前走会比永远还要久
错过的人,陈飞彤,"1,342",错过的人作词：陈飞彤，千山万水作曲：陈飞彤演唱：陈飞彤当我遇上了你早已冰冻的心情不自禁就动了情当我爱上了你却伤得那么深只怪我当初陷得太深也许你离开了我会找到一个比我更合适的人可是我想你再也找不到一个比我更懂你的人我是你错过的人为你掏空灵魂情愿为你付出所有从来没怨恨你为何那么狠心让我苦苦地等伤心度过每个夜深我是你错过的人为你奋不顾身所有的爱都为了你一个人封存如果你的心能够接受我的灵魂我会陪你共度一生当我遇上了你早已冰冻的心情不自禁就动了情当我爱上了你却伤得那么深只怪我当初陷得太深也许你离开了我会找到一个比我更合适的人可是我想你再也找不到一个比我更懂你的人我是你错过的人为你掏空灵魂情愿为你付出所有从来没怨恨你为何那么狠心让我苦苦地等伤心度过每个夜深我是你错过的人为你奋不顾身所有的爱都为了你一个人封存如果你的心能够接受我的灵魂我会陪你共度一生我是你错过的人为你掏空灵魂情愿为你付出所有从来没怨恨你为何那么狠心让我苦苦地等伤心度过每个夜深我是你错过的人为你奋不顾身所有的爱都为了你一个人封存如果你的心能够接受我的灵魂我会陪你共度一生
希望你会懂,成龙,211,成龙-希望你会懂就此挥别过去要奔向明天让我惦着念着是你的容颜没有你在我身边漫长路越显遥远难忘记你的眉你的眼不相信时间可以将真情改变不因为距离而减少对你的依恋没有你在我身边漫长路越显遥远临别前再让我见你一面拥有你的心多叫我感动永在我心中若失去你的爱留下的只有痛我带着我的梦独自在风中面对苦与痛我为何这样做只希望你会懂只希望你会懂
昨天下了一夜雨,刘欢,979,昨天下了一夜雨演唱：刘欢昨天下了一夜雨走起路来脚挂泥天上有几丝云彩依然是好天气不是云彩不下雨不是莲藕不挂泥不是汗水不觉咸咸也是甜的兄弟哦....一个人一首歌一家子一台戏那戏也不是好演的哦....苦的要变成甜甜的要酿成蜜那甜可是苦泡的昨天下了一夜雨走起路来脚挂泥天上有几丝云彩依然是好天气不是云彩不下雨不是莲藕不挂泥不是汗水不觉咸咸也是甜的兄弟哦....一辈子一副画一个人一只笔那画也不是好描的哦....苦的要变成甜甜的要酿成蜜那甜可是苦泡的那甜可是苦泡的
留心,花儿乐队,228,"留心Produce:大张伟∈花天囍世By花儿乐队蒋中田制作只能随它去,只能眼睁睁看爱耗尽！要是我俩再见都多余,不如竭尽全力无情。谁说我爱你?谁我天天盼你回心?总之此恨绵绵无绝期,替人黯淡偷泣到天明！啊~~~~哦~~~~~~留的住人留不住心,有种爱叫作放弃,啊~~~~哦~~~~~~留的住人留不住心,有些事要作注定。2009年02月12日"
我的世界,吕雯,604,我的世界演唱：吕雯都市丛林里的原始部落点亮黑夜的是霓虹串起的欲火钢筋田野中的美丽传说是流浪在数码天空的干涸湖泊眼睛不看眼睛心灵不问心灵彼此的温柔却只是开始了未知的结果耳朵不听耳朵嘴唇不说嘴唇难道这就是我的世界该面对的生活我的世界太多的幻想和欲望幻想被欲望紧紧捆绑终于失落了现实天堂我的世界全都是妄想与渴望妄想把渴望苦苦折磨最后化成了甜蜜的伤我的妈妈妈妈的妈妈谁能告诉我她们曾经是怎样我的女儿女儿的女儿谁能告诉我她们将会是怎样
诺亚方舟,张国荣,360,挪亚方舟作词：周礼茂作曲：张国荣演唱：张国荣从没有中生有挪亚有方舟长长帆上有金光金光照遍日后从没有中生有来到大时候为壮丽明天开新缺口从没有中生有由爱说出口情怀仍未见尽头心写满在我手从有之中解构人间不会休自作自受愉快就似新手我跟你已属太幸运每一个故事都有过兴奋任何风雨背后总有你并肩共行缺不了破浪抱着睡怕不了偶然空虚终生也想伴随一世伴随乘风去何妨人海天天换场地无穷情歌首首就如创世纪原来人生之大无中生有因你给我做我自己我跟你已属太幸运每一个故事都有过兴奋任何风雨背后总有你并肩共行缺不了破浪抱着睡怕不了偶然空虚终生也想伴随一世伴随我跟你已属太幸运每一个故事都有过兴奋任何风雨背后总有你并肩共行缺不了破浪抱着睡怕不了偶然空虚终生也想伴随一世伴随乘风去
我是你老公,杨臣刚,194,我是你老公你是我老婆我喜欢饭后抽上一只烟我是个男的你是个女的所以我是你的你也是我的你做家务我来赚钱吃苦也会变成了甜不管这世上多少恩怨只想你留在我的身边我在学雷锋你先学武松你有~~~*~~梅超风只要我放松你废我武功显然我的~~在你掌握中我来赚钱你来花钱世上的钱不~~~哪怕你花光我所有的钱我也不敢有半句埋怨你做家务我来赚钱吃苦也变成了甜不管这世上多少恩怨至少你留在我的身边
