songName,singer,hot,lyric
我本人,吴雨霏,"2,126",我本人作词：林夕作曲：杨淽演唱：吴雨霏人若变记忆便迷人情令眼浅了便情深认识一场如雷雨一闪就此没有下文无憾也觉得是遗憾其实你已经是闲人其实我讨厌被怜悯或者一时疲劳到伤身弱得像个病人才想要找个肩膊枕一枕难忘你好听过若无其事没韵味你真人其实陌生得可以记不起毋忘你精彩过别来无恙如游戏我本人明白什么都总有限期含泪去葬花极麻烦唯独怨泣血没时间或者失意是为了工作恸哭未够浪漫才暂借恋爱感觉去感叹难忘你好听过若无其事没韵味你真人其实陌生得可以记不起毋忘你精彩过别来无恙如游戏我本人明白什么都总有限期难忘你好听过淡忘情敌没妒忌我本人无林黛玉的本领痛心死毋忘你彷佛要为红楼梦内连戏我本人从来未稀罕悲壮传奇我本人宁愿为加班筋歇力疲
不懂,林俊杰,"1,592",不懂演唱：林俊杰己经好远了退也有一点累了我们都不知道路多远走到何时才歇一歇不如就现在吧让我们都停下但是在休息后我们还不知道继续走的理由雨都停了天都亮了我们还不懂这爱情路究竟带我们到什么地方是要持续仍旧珍惜还是回到原地如今此刻的我的确是有一点疲倦己经好远了退也有一点累了我们都不知道路多远走到何时才歇一歇不如就现在吧让我们都停下但是在休息后我们还不知道继续走的理由雨都停了天都亮了我们还不懂这爱情路究竟带我们到什么地方是要持续仍旧珍惜还是回到原地如今此刻的我的确是有一点疲倦雨都停了天都亮了我们还不懂这爱情路究竟带我们到什么地方是要持续仍旧珍惜还是回到原地如今此刻的我的确是有一点疲倦如今此刻的我的确是有一点疲倦
疯了,阿桑,"3,120",疯了演唱：阿桑叶子落在哪里由风决定　春天走了春天走了寂寞伤到哪里由你决定　自由走了　自由走了我的心死活由她决定　幸福走了　幸福走了爱情葬在哪里由谁决定　快乐走了　快乐走了爱到最后不是我的　这世界颠倒着我希望心能死了　它却苦苦的活着连快乐都不快乐　这世界颠倒着我的爱情没救了　我是真的真的　疯了　疯了梦想毁在哪里由天决定　彩虹走了　彩虹走了眼泪流向哪里由你决定　爱情走了　爱情走了谎言传到哪里由她决定　希望走了　希望走了爱情是否重生谁能决定　天堂走了　天堂走了
诗人的眼泪,游鸿明,"1,346",诗人的眼泪作词：林利南作曲：游鸿明演唱：游鸿明春色转呀夜色转呀玉郎不还家真教人心啊梦啊魂啊逐杨花春花秋月小楼昨夜往事知多少心里面想啊飞啊轻啊细如发新愁年年有惆怅还依旧只是朱颜瘦天空飘着雪诗人的泪两者都太悲都太美因为爱情化作冰冷白雪结晶破碎天空飘着雪诗人的泪手提金缕鞋步香阶都是不被祝福还是愿意背负原罪愿意为爱独憔悴春色转呀夜色转呀玉郎不还家真教人心啊梦啊魂啊逐杨花春花秋月小楼昨夜往事知多少心里面想啊飞啊轻啊细如发新愁年年有惆怅还依旧只是朱颜瘦天空飘着雪诗人的泪两者都太悲都太美因为爱情化作冰冷白雪结晶破碎天空飘着雪诗人的泪手提金缕鞋步香阶都是不被祝福还是愿意背负原罪愿意为爱独憔悴天空飘着雪诗人的泪两者都太悲都太美因为爱情化作冰冷白雪结晶破碎天空飘着雪诗人的泪手提金缕鞋步香阶都是不被祝福还是愿意背负原罪愿意为爱独憔悴
我的回忆不是我的,海鸣威,"3,597",你的承诺演唱：海鸣威乌云遮蔽了天空窗外又是阴雨时候伞下的恋人中不再有你我手牵手一切过了太久我们的十字路口下一站是谁在等候你我的方向盘却向着相反的彼岸终点还是分开告别你我离开之后这回忆可以保留当初那美好的感动你说你记住了不为彼此难过过各自的生活ohbaby你答应我的我都记得但是你却忘了你的承诺不是说好彼此都不再联络谁都别再犯错是我的固执让你难过但是分手却也无法选择我走了以后你要好好生活不要想我也别再哭了我们的十字路口下一站是谁在等候你我的方向盘却向着相反的彼岸终点还是分开告别你我离开之后这回忆可以保留当初那美好的感动你说你记住了不为彼此难过过各自的生活ohbaby你答应我的我都记得但是你却忘了你的承诺不是说好彼此都不再联络谁都别再犯错是我的固执让你难过但是分手却也无法选择我走了以后你要好好生活不要想我也别再你答应我的我都记得但是你却忘了你的承诺不是说好彼此都不再联络谁都别再犯错是我的固执让你难过但是分手却也无法选择我走了以后你要好好生活不要想我也别再哭了
向日葵之歌,汤旭,"1,115",向日葵之歌作词：汤旭作曲：汤旭演唱：汤旭我们的世界是一片原野点起了脚尖也看不到边界我想我可以把走过的路画一个圆在天没黑以前我们的世界是一个寓言幻想里出生在幻想里破裂合上我的伤脊梁直指向太阳像那幅画一样啊.....啊......想要得不到想逃逃不了你说你是不是太无可救药爱到底是什么到现在也还不知道想要得不到想逃逃不了你说你是不是太无可救药路还有一点我们还要走下去啊我们的世界是一片原野点起了脚尖也看不到边界我想我可以把走过的路画一个圆在天没黑以前我们的世界是一个寓言幻想里出生在幻想里破裂合上我的伤脊梁直指向太阳像那幅画一样啊......啊......想要得不到想逃逃不了你说你是不是太无可救药爱到底是什么到现在也还不知道想要得不到想逃逃不了你说你是不是太无可救药路还有一点我们还要走下去啊有些人悲伤是看清了自己有些人太愚昧幻想成为完美我们要面对青春怎么都是浪费回忆里面的美
别去问他好吗,郭静,"1,874",别去问他好吗作词:王雅君作曲:林俊杰演唱：郭静他她背对背走多了沉默他她心的缺口像被掏空他她已经不再为了爱继续去闯他和她各自想像幸福的模样他她回头却剩自己的回答害怕那就把灯全都点亮失望那就让泪慢慢落下感伤那就当作成全得理直气壮别说谎她并没有想像中的开朗解答总那么不漂亮越爱越慌痛过的伤疤就努力治癒它掩饰悲伤不是豁达再多快乐都是虚假不能原谅回忆就删光别管过去多难忘别去想他别去问他好吗害怕那就把灯全都点亮失望那就让泪慢慢落下感伤那就当作成全得理直气壮别说谎她并没有想像中的开朗解答总那么不漂亮越爱越慌痛过的伤疤就努力治愈它掩饰悲伤不是豁达再多快乐都是虚假不能原谅回忆就删光别管过去多难忘别去想他别去问他好吗她多希望值得爱的人就站在前方没有疑问只有肯定眼光就全心全意去爱他越爱越慌痛过的伤疤就努力治愈它掩饰悲伤不是豁达再多快乐都是虚假不能原谅回忆就删光别管过去多难忘别去想他别去问他好吗别去爱他别去爱他好吗
冰雨,刘德华,"339,863",冰雨作曲:潘协庆填词:刘德华李密演唱：刘德华我是在等待一个女孩还是在等待沉沦苦海一段情默默灌溉没有人去管花谢花开无法肯定的爱左右摇摆只好把心酸往深心里塞我是在等待你的回来难道只换回一句活该一个人静静发呆两个人却有不同无奈好好的一份爱啊怎么会慢慢变坏冷冷的冰雨在脸上胡乱的拍暖暖的眼泪跟寒雨混成一块眼前的色彩忽然被掩盖你的影子无情在身边徘徊你就像一个刽子手把我出卖我的心彷佛被剌刀狠狠地宰悬崖上的爱谁会愿意接受最痛的意外我是在等待你的回来难道只换回一句活该一个人静静发呆两个人却有不同无奈好好的一份爱啊怎么会慢慢变坏冷冷的冰雨在脸上胡乱的拍暖暖的眼泪跟寒雨混成一块眼前的色彩忽然被掩盖你的影子无情在身边徘徊你就像一个刽子手把我出卖我的心彷佛被剌刀狠狠地宰悬崖上的爱谁会愿意接受最痛的意外冷冷的冰雨在脸上胡乱的拍暖暖的眼泪跟寒雨混成一块眼前的色彩忽然被掩盖你的影子无情在身边徘徊你就像一个刽子手把我出卖我的心彷佛被剌刀狠狠地宰悬崖上的爱谁会敢去采还是愿意接受最痛的意外最爱的女孩悬崖上的爱谁会敢去采还是愿意接受最痛的意外最爱的女孩
猜不透,张韶涵,"1,255",猜不透作词：王雅君，张耀威作曲：陈依依演唱：张韶涵满天的星星在闪烁点不亮心中的暖和为什么你不懂我的梦只是勉强笑了就像我们凭直觉走找不到同一个出口从现在到心痛要多久还有没有以后有时假装沉默是否有点难受到底期待像什么一眨眼又让心伤透关于你们手牵手还是关于你和我你说你就是在我左右下一秒却又让我猜不透就像我们凭直觉走找不到同一个出口从现在到心痛要多久还有没有以后有时假装沉默是否有点难受到底期待像什么一眨眼又让心伤透关于你们手牵手还是关于你和我你说你就是在我左右下一秒却又让我猜不透有时假装沉默是否有点难受到底期待像什么一眨眼又让心伤透关于你们手牵手还是关于你和我你说你就是在我左右下一秒却又让我猜不透
口袋的天空,张韶涵,"2,716",口袋的天空作词：姚若龙作曲：于京延演唱：张韶涵明天的故事都是我的是我的所谓的幸福快乐我学会了抉择你的背影远得像雾了我不再回头当脚步被回忆绑着我跑过沙漠我不要变得小小的找不到自我好像被什么人放在口袋没天空明天的故事都是我的是我的所谓的幸福快乐不止一种美丽的春夏秋冬落叶是我的体验过才懂梦是什么你的背影远得像雾了我不再回头当脚步被回忆绑着我跑过沙漠我不要变得小小的找不到自我好像被什么人放在口袋没天空明天的故事都是我的是我的所谓的幸福快乐不止一种美丽的春夏秋冬落叶是我的体验过才懂梦是什么明天的故事都是我的是我的所谓的幸福快乐不止一种美丽的春夏秋冬落叶是我的体验过才懂梦是什么明天的故事都是我的是我的所谓的幸福快乐不止一种美丽的春夏秋冬落叶是我的体验过才懂梦是什么
爱与诚,古巨基,"2,523",爱与诚演唱：古巨基其实自己一个更开心等你讲其实大家早已嫌大家却扮忙恨有多一点碰撞　仍然无聊事干不敢打搅对方要是你愿意诚实讲一趟彼此都起码觉得释放不要哭　我也忍得了这些年来的委曲没法真心爱下去　只好真心真意的结束别再做情人做只猫做只狗　不做情人做只宠物至少可爱迷人和你不瞅不睬最终只会成为敌人沦为旧朋友是否又称心没有心只像闲人若有空难道有空可接吻注定似过路人陌生你怎么手震这预告发自虔诚内心长期被迫恋爱也真比失恋更惨长期扮演若无其事般更困难是我专登反应慢明明为时甚晚牌一早该要摊再像我伴侣仍望多一眼一生都将会记得今晚对不起自动分手错愕的你怕会伤感盲目的我现在也可转台来贺你新生别再做情人做只猫做只狗不做情人做只宠物至少可爱迷人和你相交不浅无谓明日会被你憎沦为旧朋友是否又称心没有心只像闲人若有空难道有空可接吻注定似过路人陌生你怎么手震
想你的夜,信乐团,"1,036",想你的夜作词：晓华　作曲：晓华演唱：信乐团不相信我们的爱情像阵风消失不见踪影闭上眼往事又重演一瞬间我已再次沦陷想你的夜我以为我已走到终点一杯酒解不开我心中悲伤想你的夜思念像海一般无限的蔓延才发觉爱不会走远时间不停留结局不会重头心像停摆的时钟断不了思念曲终人去楼空不可收拾的心痛在无尽的夜晚闭上眼往事又重演一瞬间我已再次沦陷想你的夜我以为我已走到终点一杯酒解不开我心中悲伤想你的夜思念像海一般无限的蔓延才发觉爱不会走远时间不停留结局不会重头心像停摆的时钟断不了思念曲终人去楼空不可收拾的心痛在无尽的夜晚
长相思,S.H.E,"3,641",长相思作词：施人诚作曲：左安安演唱：S.H.E离开人离了心不开等待等成迫不及待不在是现在不在或永远不再越爱越怕坠落悬崖难捱自从寂寞以来青苔把泪眼都覆盖心海已心如死海浪花再不开尘埃却又惹来澎湃长相思长几个夜晚长相思不如长相伴若拥抱时光太少太短青春多荒凉长相思长不过天长长相思太长心不安怕就怕春光灿烂成遗憾意难忘(Rap)寻寻觅觅冷冷清清凄凄惨惨戚戚乍暖还寒时候最难将息三杯两盏淡酒怎敌他晚来风急雁过也最伤心却是旧时相识满地黄花堆积难捱自从寂寞以来青苔把泪眼都覆盖心海已心如死海浪花再不开尘埃却又惹来澎湃长相思长几个夜晚长相思不如长相伴若拥抱时光太少太短青春多荒凉长相思长不过天长长相思太长心不安怕就怕春光灿烂到最后只剩意难忘长相思长几个夜晚长相思不如长相伴若拥抱时光太少太短青春多荒凉长相思长不过天长长相思太长心不安怕就怕春光灿烂成遗憾意难忘长相思长不过天长长相思太长心不安怕就怕春光灿烂到最后只剩意难忘
如果天有情,刘德华,"1,701",如果天有情作词：李安修作曲：许建强演唱：刘德华总要为爱伤透了心才知真情多么难寻有谁愿意如此　认识爱情总要流下多少泪滴才能看清楚自己一颗痴心　一段赤情说得容易　怎奈人间际遇就让我和你　沉睡在梦里可知我的心　不愿意醒相偎又相依　黑夜到天明缘份不能分　命运不能离如果天有情　如果梦会灵就让我的心　爱到彻底我对你的爱　已无法说明就像风吹不息　雨打不停此情不渝总要为爱伤透了心才知真情多么难寻有谁愿意如此　认识爱情总要流下多少泪滴才能看清楚自己一颗痴心　一段赤情说得容易　怎奈人间际遇就让我和你　沉睡在梦里可知我的心　不愿意醒相偎又相依　黑夜到天明缘份不能分　命运不能离如果天有情　如果梦会灵就让我的心　爱到彻底我对你的爱　已无法说明就像风吹不息　雨打不停此情不渝如果天有情　如果梦会灵就让我的心　爱到彻底我对你的爱　已无法说明就像风吹不息　雨打不停此情不渝
一个人生活,温岚,"1,413",一个人生活演唱：温岚曾经我以为有爱就满足为你打扮为你跳舞煮你爱的食物爱依然留不住现在我穿我喜欢的衣服一个人晚餐点上蜡烛快乐自己建筑我做到了但是否真幸福一个人生活其实真的不错自由享受我并不缺少什么偶尔会寂寞我无法辩驳但爱情不该是孤单的避难所但爱的拥抱不只是个依靠不想填空而是想一起创造你再加上我大于二的天空相爱有多美好没有你我不会知道曾经我以为爱是安全感跟着你的脚步我就心安现在自己找路我做到了但是否真幸福一个人生活其实真的不错自由享受我并不缺少什么偶尔会寂寞我无法辩驳但爱情不该是孤单的避难所但爱的拥抱不只是个依靠不想填空而是想一起创造你再加上我大于二的天空相爱有多美好没有你我不会知道一个人生活其实真的不错自由享受我并不缺少什么年华似水流我当然想过但爱情不该是恐惧的避难所而一起变老不只是个依靠还有多少互相体谅才做到等到那一天我们对看微笑相守有多美好没有你我不会知道
绿袖子,元若蓝,"3,174",绿袖子作词：方文良作曲：陈静楠演唱：元若蓝你送的鸢尾花早已经枯了你教的那首歌我学会弹了风把旋律吹乱了心又随风飞走了我的手指弹着弹着想起你了习惯在你手心练习那首歌习惯有你指尖轻轻跟着和歌里不再有你了你还在回忆住着愈想忘了愈会记得有你多快乐挥别春天的绿袖子秋天开始爱成飘落的叶子你的左手有我许多没写完的字独奏的绿袖子是我一支钥匙锁着想你的住址我会记得曾经有你爱我一次习惯在你手心练习那首歌习惯有你指尖轻轻跟着和歌里不再有你了你还在回忆住着愈想忘了愈会记得有你多快乐挥别春天的绿袖子秋天开始爱成飘落的叶子你的左手有我许多没写完的字独奏的绿袖子是我一支钥匙锁着想你的住址我会记得曾经有你爱我一次挥别春天的绿袖子秋天开始爱成飘落的叶子可不可以不要成熟也不要懂事回旋的绿袖子音符还不休止绕成永远的戒指我会记得曾经有你爱我一次你送的鸢尾花早已经枯了你教的那首歌我不再弹了
想念你,庾澄庆,"5,505",想念你作词:吴正奇、林恺作曲:庾澄庆、李正帆演唱：庾澄庆想要忘记所有的过去心中又再浮现是你手中仍握着你的字迹再也寻不回我们的世界想念你在每个想念你的夜晚无法再等待你入梦在每个想念你的夜晚拥抱你的心哦想念你拨动无法转动的电话是谁又在叹息是我耳中还留着你的话语只愿能回到我们的世界想念你在每个想念你的夜晚等待你入梦没有你的夜哦我只能思念你的爱没有你的夜哦我知道再没有温柔想念你在每个想念你的夜晚无法再等待你入梦在每个想念你的夜晚拥抱你的心没有你的夜哦我只能思念你的爱没有你的夜哦我知道再没有温柔想念你在每个想念你的夜晚无法再等待你入梦在每个想念你的夜晚拥抱你的心
走四方,韩磊,"4,129",走四方演唱：韩磊走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长一路走一路望一路黄昏依然一个人走在荒野上默默地向远方不知道走到哪里有我的梦想一路摇一路唱一路茫茫山岗许多人走过这地方止不住回头望梦想刻在远方一路走一路望故乡走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长走四方路迢迢水长长迷迷茫茫一村又一庄看斜阳落下去又回来地不老天不荒岁月长又长
爱情句型,王心凌,"2,057",爱情句型作词：藤井树作曲：翁乙仁演唱：王心凌轻声说话你孩子气的模样一个转身却看见让我心动的凝望幻想翅膀风带我们去远方或许有天在摇椅上回忆为我们照相爱情的建构句并不是说想你相爱与想念没直接关系天凉了加件衣心伤了把你抱紧感觉自己有个属于爱情的疑问句并不是个问题谎言会把人伤的更彻底深爱的人心底格外敏感和纤细斤斤计较的是怕失去过往时光曾经害怕和彷徨以为未来在远方原来早就在身旁微笑希望不怕幸福被延宕只要把手牵在心上就不会被遗忘爱情的否定句并不是不爱你一段感情有多少的风雨走过多少风景是天晴或是阴雨期待伞下有一个你爱情的肯定句并不是说爱你爱的再亲密也会有缝隙在对方的眼底看不见一点怀疑偶尔流出幸福的晶莹其实我不管爱情到底有多少种句型我只坚持我所坚持的真理我只认定我唯一认定的是你爱情的否定句并不是不爱你一段感情有多少的风雨走过多少风景是天晴或是阴雨期待伞下有一个你爱情的肯定句并不是说爱你爱的再亲密也会有缝隙在对方的眼底看不见一点怀疑偶尔流出幸福的晶莹
丝路,齐秦,"4,213",丝路作曲:季忠平作词:许常德演唱：齐秦思念仿佛弥漫雾的丝路而我身在何处月升时星星探出夜幕人能仰望就是幸福谁懂得追寻的孤独爱始终缥缈虚无我始终一步一步忘了归途我不停不停付出我忘了忘了结束你值得我苦昨天太多深情刻骨我爱你怎会是盲目我不断不断陷入太过太过在乎想把你留住看不到爱情的归宿心永远不会平静不会满足思念仿佛弥漫雾的丝路而我身在何处月升时星星探出夜幕人能仰望就是幸福谁懂得追寻的孤独爱始终缥缈虚无我始终一步一步忘了归途我不停不停付出我忘了忘了结束你值得我苦昨天太多深情刻骨我爱你怎会是盲目我不断不断陷入太过太过在乎想把你留住看不到爱情的归宿心永远不会平静不会满足我不停不停付出我忘了忘了结束你值得我苦昨天太多深情刻骨我爱你怎会是盲目我不断不断陷入太过太过在乎想把你留住看不到爱情的归宿心永远不会平静不会满足
我还是一样,丁当,"2,076",我还是一样作词：陈奕勤、黄婷作曲：陈奕勤演唱：丁当说好却没一起到的地方只剩下模糊的想象总说日子还很长还记得当时你向往的模样过去像是破旧的游乐场零碎的欢乐最难忘画面一直在回放当初我们是如此爱着对方你聊起你的流浪很客气地分享你有没有看穿我还是一样淡然应付窘状为何还是好难而你已比从前宽广我说着我的近况尽是无关痛痒工作依然频繁我还是一样偶尔也会孤单无数失眠的夜晚想念你的旧创也一样记忆深处残存了些盼望时不时在我脑海荡你留给我的影响多年以后还在我身上顽强你聊起你的流浪很客气地分享你有没有看穿我还是一样淡然应付窘状为何还是好难而你已比从前宽广我说着我的近况尽是无关痛痒工作依然频繁我还是一样偶尔也会孤单无数失眠的夜晚想念你的旧创也一样你眉宇还是飞扬笑声还是爽朗爱情走了多远我难以想象回不去的时光落下往日的夕阳我还有什么能不一样
全世界失眠,范玮琪,"2,539",全世界失眠演唱：范玮琪想起我不完美你会不会逃离我生命的范围想着你的滋味我会不会把这个枕头变得甜美想起白天的约会忘了晚上的咖啡只怕感情如潮水远离我梦中的堡垒一个人失眠全世界失眠无辜的街灯守候明天幸福的失眠只是因为害怕闭上眼如何想你想到六点如何爱你爱到终点想起我的时候你会不会好像我一样不能睡想像你的暖昧我会不会数不到绵羊一双一对想起白天的约会忘了晚上的咖啡只怕感情如潮水远离我梦中的堡垒一个人失眠全世界失眠无辜的街灯守候明天幸福的失眠只是因为害怕闭上眼如何想你想到六点Woo......一个人失眠全世界失眠幸福的失眠只是因为害怕闭上眼如何想你想到六点如何爱你爱到终点如何爱你爱到终点
下雨的时候会想你,阿杜,"3,522",下雨的时候会想你作词：林冠吟、蔡家玉作曲：林冠吟、梁伟丰演唱：阿杜虽然闭上眼睛比清醒更清醒窗外应该飘着雨此刻应该是黎明因为听不到你轻轻呼吸的声音只有潮湿的泪贴着脸颊和枕头天空下起雨的时候我就会想你我想你怎麽小心翼翼在我生命里你不愿在我身边留下任何的痕迹因为你说我应该有完整的自己天空下起雨的时候我就会想你更相信我是活在那些有你的回忆你知道世界不会因为我想就下雨可是我却不愿放过每一夜的相遇虽然闭上眼睛比清醒更清醒窗外应该飘着雨此刻应该是黎明因为听不到你轻轻呼吸的声音只有潮湿的泪贴着脸颊和枕头天空下起雨的时候我就会想你我想你怎麽小心翼翼在我生命里你不愿在我身边留下任何的痕迹因为你说我应该有完整的自己天空下起雨的时候我就会想你更相信我是活在那些有你的回忆你知道世界不会因为我想就下雨可是我却不愿放过每一夜的相遇天空下起雨的时候我就会想你更相信我是活在那些有你的回忆你知道世界不会因为我想就下雨可是我却不愿放过每一夜的相遇可是我却不愿放过每一夜的相遇
泪光闪烁,飞儿乐团,"2,188","泪光闪烁作词：陈建宁,谢宥慧作曲：郭伟聪,陈建宁演唱：飞儿乐团夜从天空悄悄滑落任性地划着伤口是谁呢痛得那么沉默我以为把幸福上锁能紧紧守护承诺是谁呢把窗推开风卷走了爱为你哭的泪每一颗闪烁坚定的路途也走得颠簸头也不回义无反顾从不后悔深深爱过头也不回义无反顾从不后悔深爱过为你笑的泪每一颗闪烁‘CauseIloveyouso最美的爱不是紧握我们曾拥有当心跌碎了以后我还努力拼凑你给的梦"
又一年又三年,品冠,"1,785",又一年又三年作词：黄元成作曲：梁伟丰演唱:品冠很想告诉你你的话我都没忘记就连那轻微的呼吸也都会烙在我心里眼里的忧郁告诉我你还没忘记还穿着他送的外衣掩饰着脆弱的情绪他还试着他还真的回头来找你不能放弃不能忘记他曾经深爱着你但已经又一年又三年又是一个世纪又春天又夏天又是落叶满地你还守着你自己不让幸福再靠近我可以放弃你忘记你不再眷恋着你又一年又三年又是落叶满地只要等到你是你只要你快乐我会祝福你
"你在,不在",郭采洁,"3,160",你在不在作词：姚若龙作曲：饶善强演唱：郭采洁云碎成雨点等你的抱歉却等到你的不告而别星光像泪水没说的思念变成黑眼圈几百天来的热烈一个寒流就瓦解再厚的爱只是一叠纸片你在房间像幻灯片你在我眼里蔓延你在手机你在笔电无法隔绝你在深夜像黑咖啡你在我心里面陪我失眠可是却不在我身边感冒整个月心里的疲倦比发烧晕眩比头痛烈我不爱争辩脑海却默默决定一切几百天来的热烈一个寒流就瓦解再厚的爱只是一叠纸片你在房间像幻灯片你在我眼里蔓延你在手机你在笔电无法隔绝你在深夜像黑咖啡你在我心里面陪我失眠可是却不在我的身边我换沙发换窗帘却换不掉你固执的气味抱着一起养的小狗倔强假装克服了伤悲它吻了我弄乱藏好的泪你在房间像幻灯片你在我眼里蔓延你在手机你在笔电无法隔绝你在深夜像黑咖啡你在我心里面陪我失眠可是却不在我身边
诚实地想你,郭采洁,"2,371",诚实地想你-郭采洁世界忽然变形忽然很安静无助的我一秒间失去重心听你不停为我担心看你不停离我而去你要我照顾自己是我做了什么让天使生气还是忘了做什么让幸福远离也许该要真的相信有种爱叫远远关心痛却又哽住呼吸我用狂奔用无力用恶梦去想你我讨厌命运骄傲的神情嘲笑我没半点权力决定我用痛哭用回忆用深爱去想你去体会什么是迫不得已越懂才越有勇气诚实地想你是我做了什么让天使生气还是忘了做什么让幸福远离也许应该要真的相信有种爱叫远远关心痛却又哽住呼吸yeah...我用狂奔用无力用恶梦去想你我讨厌命运骄傲的神情嘲笑我没半点权力决定我用痛哭用回忆用深爱去想你去体会什么是迫不得已越懂才越有勇气诚实地想你是不是担心我怕黑不敢前进那颗本来没坠落的流星才拼命烧亮了自己我用狂奔用无力用恶梦去想你我讨厌命运骄傲的神情嘲笑我没半点权力决定我用痛哭用回忆用深爱去想你去体会什么是迫不得已越懂才越有勇气诚实地想你
睡公主,邓紫棋,"2,422",睡公主词曲：G.E.M.演唱：邓紫棋梦内倾心一吻就算心动现实可惜不配与你相拥沉溺　於一刻的接触哪管即将结束　已经满足夜半再相见　迷雾里缱绻长夜梦中有过动魄迷人片段没法再相见　一醒了完全逆转就似梦里面炽热爱海变冰川沉睡中的主角　怎会怕寂寞童话中的主角　一百年躺卧埋在心底的爱慕　能否跟你透露期待你　只是虚无梦内相拥一刹就算感动现实可惜经已结霜冰封谁奢想一生都抱紧至少一刻快感　亦当缘份夜半再相见　迷雾里缱绻长夜梦中有过动魄迷人片段没法再相见　一醒了完全逆转就似梦里面炽热爱海变冰川沉睡中的主角　怎会怕寂寞童话中的主角　一百年躺卧埋在心底的爱慕　如果跟你透露其实也只是爱慕如现实中只可以独个妄想不休止　宁愿继续沉睡甜梦里永远一对　不管它真真假假梦中的主角　怎会怕寂寞童话中的主角　一百年躺卧埋在心底的爱慕　能否跟你透露期待你同样倾慕沉睡中的主角　怎会怕寂寞无奈苏醒的我　一百年凄楚谁愿一生只有恨　能否给我安枕谁令我一直空等
言不由衷,刘德华,"2,033",言不由衷演唱：刘德华其实我不该再回头让你发现了我然后两个人面对回忆的冷漠终于你重新又过着自己的生活我也不愿意泄露心里的难过仿佛都在躲避些什么谁也不敢轻易打破沉默心中千言和万语还有千头万绪该怎么说难道说我依然深爱着你难道说我依然后悔不已我又何苦让你再为我伤一次心所以言不由衷欺骗了你所以忍着眼泪黯然离去不让你有机会真正明了我的心终于你重新又过着自己的生活我也不愿意泄露心里的难过仿佛都在躲避些什么谁也不敢轻易打破沉默心中千言和万语还有千头万绪该怎么说难道说我依然深爱着你难道说我依然后悔不已我又何苦让你再为我伤一次心所以言不由衷欺骗了你所以忍着眼泪黯然离去不让你有机会真正明了我的心难道说我依然深爱着你难道说我依然后悔不已我又何苦让你再为我伤一次心所以言不由衷欺骗了你所以忍着眼泪黯然离去不让你有机会真正明了我的心
现在才明白,萧贺硕,"1,708",现在才明白作词：萧贺硕作曲：萧贺硕演唱：萧贺硕曾经以为年轻不会不见曾经以为犯过的错只是锻炼短暂的感情不是我的责任谁为我伤过心曾经以为爱过就是永远曾经以为分开的泪只是肤浅麻木了的感情也许早该结束谁为我伤过心也许是我自已有一天醒来脑袋一片空白有一天睡去梦境却清楚明白喜欢你多么简单忘掉你却比永远还难等待喔我原来不明白有一天醒来脑袋一片空白有一天睡去梦境却清楚明白也许我不够勇敢背对着你还温热的心说分开喔曾经以为爱过就是永远曾经以为分开的泪只是肤浅麻木了的感情也许早该结束谁为我伤过心也许是我自已有一天醒来脑袋一片空白有一天睡去梦境却清楚明白喜欢你多么简单忘掉你却比永远还难等待喔我原来不明白有一天醒来脑袋一片空白有一天睡去梦境却清楚明白也许我不够勇敢背对着你还温热的心说分开喜欢是淡淡的爱爱是浓浓的喜欢我现在明白喔有一天醒来脑袋一片空白喔有一天睡去梦境却清楚明白喜欢你多么简单忘掉你却比永远还难等待喔我现在才明白我原来不明白喔...我现在才明白
边走边爱,谢霆锋,"4,933",边走边爱作词：林夕作曲：谢霆锋、孙伟明演唱：谢霆锋从指尖跨过乱发到梦魂内从枕边走出世外从沙丘穿过闹市继续期待从车站步向月台怀着浪荡的心情观赏这牵手的旅程崎岖得足以令你与我人事不省每次我其实都想告诉你好不好栖息在快乐园地只可惜风太大你太快还是我在路上遗留下自己这一生这么长赶上了你偏不知终点时你在何地感激这几里路我与你缠在一起到别离蒲公英跟你共舞飞得再高还可走几多里路从相识走到共处接近同步下一站就变陌路怀着浪荡的心情观赏这牵手的旅程崎岖得足以令你与我人事不省每次我其实都想告诉你好不好栖息在快乐园地只可惜风太大你太快还是我在路上遗留下自己这一生这么长赶上了你偏不知终点时你在何地感激这几里路我与你缠在一起我怕我无论怎加倍爱你都不可安居在快乐园地一早知车太慢你太快宁愿我在路上遗留下自己这一生多侥幸赶上过你不想知终点时你在何地不管几多里路也试过缠在一起未算别离
